,Unnamed: 0,comment_url,comment_createdAt,comment_id,comment_viewCount,comment_lang,comment_author_createdAt,comment_location,comment_text,isComment_self__decalred__location__El_Salvador,comment_processed_text,post_url,post_actor_createdAt,post_id,post_isReply,post_inReplyToId,post_isRetweet,post_isQuote,post_viewCount,post_retweetCount,post_likeCount,post_replyCount,post_lang,actor_location,post_name,post_description,post_followers,post_verified,post_text,isActor_self__decalred__location__El_Salvador,post_processed_text,actor_affiliation,llama3_output,llama3_reason,manual labeling
0,12,https://x.com/LauraPocaSV/status/1783716665714438498,1714106167.0,1.78372e+18,33097.0,es,27/09/2020,El Salvador,"#BOOM 💣💣🔥🔥🔥

“NO será el último” 

El Presidente lucha por nosotros los salvadoreños, por nuestro país, para dejarnos un legado y acabar de una vez por todas con ese mal que nos sumergió en el peor de los fangos por más de 3 décadas! 

Cuente con Nosotros su pueblo señorPresidente @nayibbukele, estamos aquí con usted y jamás lo dejaremos sólo! 

Y este 1 de Junio vamos a renovar nuestra promesa hacia usted! ✊🏼✊🏼

Dios lo bendiga! 🇸🇻🙏🏼",True,no será el último el presidente lucha por nosotros los salvadoreños por nuestro país para dejarnos un legado y acabar de una vez por todas con ese mal que nos sumergió en el peor de los fangos por más de 3 décadas cuente con nosotros su pueblo señorpresidente estamos aquí con usted y jamás lo dejaremos sólo y este 1 de junio vamos a renovar nuestra promesa hacia usted dios lo bendiga,https://x.com/nayibbukele/status/1783714043573702940,1714105542.0,1.78371e+18,False,,False,True,2601288.0,4915.0,24400.0,1287.0,es,El Salvador,Nayib Bukele,Philosopher King,6211023.0,True,"No es el primero, y tampoco será el último.

Sí Dios lo permite, nuestra guerra contra la corrupción será tan exitosa como nuestra guerra contra las pandillas. https://t.co/nNPVSVW58J",True,no es el primero y tampoco será el último sí dios lo permite nuestra guerra contra la corrupción será tan exitosa como nuestra guerra contra las pandillas,Government,1.0,"The tweet expresses admiration and support for the president, using phrases like 'lucha por nosotros' and 'estamos aquí con usted', indicating a positive sentiment towards the president's actions and legacy.",1
1,20,https://x.com/summarizest/status/1783714473821294812,1714105645.0,1.78371e+18,2272.0,es,15/03/2016,Global,"@nayibbukele Resumen:

""La guerra contra la corrupción será exitosa si Dios lo permite, como la guerra contra las pandillas.""

Siguẹ a @Resumenista para resúmenes concisos en español.",False,resumen la guerra contra la corrupción será exitosa si dios lo permite como la guerra contra las pandillas siguẹ a para resúmenes concisos en español,https://x.com/nayibbukele/status/1783714043573702940,1714105542.0,1.78371e+18,False,,False,True,2601288.0,4915.0,24400.0,1287.0,es,El Salvador,Nayib Bukele,Philosopher King,6211023.0,True,"No es el primero, y tampoco será el último.

Sí Dios lo permite, nuestra guerra contra la corrupción será tan exitosa como nuestra guerra contra las pandillas. https://t.co/nNPVSVW58J",True,no es el primero y tampoco será el último sí dios lo permite nuestra guerra contra la corrupción será tan exitosa como nuestra guerra contra las pandillas,Government,0.0,"The tweet presents a neutral statement about the war against corruption, mentioning God's permission and comparing it to the war against gangs, without expressing a clear positive or negative sentiment.",0
2,28,https://x.com/HugoHernz/status/1783723514073432224,1714107800.0,1.78372e+18,36.0,es,02/02/2023,,@nayibbukele Ninguno !   Con todos Mr Presidente!,False,ninguno con todos mr presidente,https://x.com/nayibbukele/status/1783714043573702940,1714105542.0,1.78371e+18,False,,False,True,2601288.0,4915.0,24400.0,1287.0,es,El Salvador,Nayib Bukele,Philosopher King,6211023.0,True,"No es el primero, y tampoco será el último.

Sí Dios lo permite, nuestra guerra contra la corrupción será tan exitosa como nuestra guerra contra las pandillas. https://t.co/nNPVSVW58J",True,no es el primero y tampoco será el último sí dios lo permite nuestra guerra contra la corrupción será tan exitosa como nuestra guerra contra las pandillas,Government,0.0,"The tweet is neutral, as it only mentions the president's name without expressing a positive or negative sentiment, simply stating 'ninguno con todos' which can be interpreted as a neutral statement.",0
3,30,https://x.com/IvonneHernandSv/status/1783728303007821918,1714108942.0,1.78373e+18,3546.0,es,25/06/2013,"San Salvador, El Salvador","@nayibbukele El pueblo salvadoreño necesita que se combata el cáncer de la corrupción, siga adelante presidente @nayibbukele 👍🏻",True,el pueblo salvadoreño necesita que se combata el cáncer de la corrupción siga adelante presidente,https://x.com/nayibbukele/status/1783714043573702940,1714105542.0,1.78371e+18,False,,False,True,2601288.0,4915.0,24400.0,1287.0,es,El Salvador,Nayib Bukele,Philosopher King,6211023.0,True,"No es el primero, y tampoco será el último.

Sí Dios lo permite, nuestra guerra contra la corrupción será tan exitosa como nuestra guerra contra las pandillas. https://t.co/nNPVSVW58J",True,no es el primero y tampoco será el último sí dios lo permite nuestra guerra contra la corrupción será tan exitosa como nuestra guerra contra las pandillas,Government,-1.0,"The tweet expresses a negative sentiment towards corruption and criticizes the president's actions, indicating a desire for change and improvement.",1
4,31,https://x.com/pablitopolat/status/1783741608686440691,1714112114.0,1.78374e+18,6808.0,es,29/03/2024,Türkiye,"Hola señor presidente. Sigo de cerca la evolución de las criptomonedas en su país. El paso que ha dado con respecto a Bitcoin es realmente un gran avance. Bueno, ¿y si te hablara de un proyecto más avanzado, más seguro y más rentable que Bitcoin? El nombre de este proyecto es Hacash. Surgió en 2018 como un proyecto completamente descentralizado y anónimo. Tiene tecnología blockchain como Bitcoin y permite la transferencia BTC unidireccional en su red. Además tiene una estructura formada por 3 capas. También alberga en su red Hacash Diamond, que hizo historia como el primer PoW NFT del mundo de las criptomonedas. Gracias a la minería, los bloques Hacash Diamond (HACD) se crean quemando Hacash, y los diamantes raros encuentran compradores por entre 10 y 15 mil dólares en una subasta. Hacash (HAC) cotiza actualmente en las bolsas de valores XeggeX, TradeOgre, Nonkycio y Vindax. Recaudamos 60.000 USDT con nuestros socios chinos para incluir HACD en la bolsa MEXC. Creemos que la cotización se realizará en mayo. Estoy compartiendo con usted el enlace del documento técnico de 82 páginas:

https://t.co/WLySK7uvuh

Te deseo bienestar...",False,hola señor presidente sigo de cerca la evolución de las criptomonedas en su país el paso que ha dado con respecto a bitcoin es realmente un gran avance bueno y si te hablara de un proyecto más avanzado más seguro y más rentable que bitcoin el nombre de este proyecto es hacash surgió en 2018 como un proyecto completamente descentralizado y anónimo tiene tecnología blockchain como bitcoin y permite la transferencia btc unidireccional en su red además tiene una estructura formada por 3 capas también alberga en su red hacash diamond que hizo historia como el primer pow nft del mundo de las criptomonedas gracias a la minería los bloques hacash diamond hacd se crean quemando hacash y los diamantes raros encuentran compradores por entre 10 y 15 mil dólares en una subasta hacash hac cotiza actualmente en las bolsas de valores xeggex tradeogre nonkycio y vindax recaudamos 60000 usdt con nuestros socios chinos para incluir hacd en la bolsa mexc creemos que la cotización se realizará en mayo estoy compartiendo con usted el enlace del documento técnico de 82 páginas te deseo bienestar,https://x.com/nayibbukele/status/1783714043573702940,1714105542.0,1.78371e+18,False,,False,True,2601288.0,4915.0,24400.0,1287.0,es,El Salvador,Nayib Bukele,Philosopher King,6211023.0,True,"No es el primero, y tampoco será el último.

Sí Dios lo permite, nuestra guerra contra la corrupción será tan exitosa como nuestra guerra contra las pandillas. https://t.co/nNPVSVW58J",True,no es el primero y tampoco será el último sí dios lo permite nuestra guerra contra la corrupción será tan exitosa como nuestra guerra contra las pandillas,Government,1.0,"The tweet expresses a positive sentiment towards the president's actions regarding Bitcoin and mentions a project called Hacash, which is described as a decentralized and anonymous project with blockchain technology, allowing for the transfer of BTC in a unidirectional manner. The tone is informative and appreciative, indicating a positive sentiment.",0
5,33,https://x.com/GabyRodriguezSV/status/1783799362771931312,1714125884.0,1.7838e+18,4046.0,es,11/01/2017,United States,@nayibbukele Excelente! Ya basta de enriquecerse a costillas del pueblo! Todo corrupto a la cárcel!,False,excelente ya basta de enriquecerse a costillas del pueblo todo corrupto a la cárcel,https://x.com/nayibbukele/status/1783714043573702940,1714105542.0,1.78371e+18,False,,False,True,2601288.0,4915.0,24400.0,1287.0,es,El Salvador,Nayib Bukele,Philosopher King,6211023.0,True,"No es el primero, y tampoco será el último.

Sí Dios lo permite, nuestra guerra contra la corrupción será tan exitosa como nuestra guerra contra las pandillas. https://t.co/nNPVSVW58J",True,no es el primero y tampoco será el último sí dios lo permite nuestra guerra contra la corrupción será tan exitosa como nuestra guerra contra las pandillas,Government,-1.0,"The tweet expresses a strong negative sentiment, criticizing corruption and calling for the imprisonment of those who enrich themselves at the expense of the people, indicating a strong disapproval and criticism.",-1
6,41,https://x.com/Caramelo_ESP/status/1785257753721618866,1714473591.0,1.78526e+18,53.0,es,21/02/2016,"Badajoz, España","@nayibbukele España, mira esto, un presidente que mira primero la basura que tiene cerca y actúa en consecuencia para eliminarla, aquí se busca perseguir a quién no piense lo mismo que tú, pero oye, el dictador para vosotros será Bukele👌",False,españa mira esto un presidente que mira primero la basura que tiene cerca y actúa en consecuencia para eliminarla aquí se busca perseguir a quién no piense lo mismo que tú pero oye el dictador para vosotros será bukele,https://x.com/nayibbukele/status/1783714043573702940,1714105542.0,1.78371e+18,False,,False,True,2601288.0,4915.0,24400.0,1287.0,es,El Salvador,Nayib Bukele,Philosopher King,6211023.0,True,"No es el primero, y tampoco será el último.

Sí Dios lo permite, nuestra guerra contra la corrupción será tan exitosa como nuestra guerra contra las pandillas. https://t.co/nNPVSVW58J",True,no es el primero y tampoco será el último sí dios lo permite nuestra guerra contra la corrupción será tan exitosa como nuestra guerra contra las pandillas,Government,-1.0,"The tweet expresses a negative sentiment by criticizing the president's actions, comparing them to a dictator, and implying that they are persecuting those who don't share their views, showing a strong disapproval and criticism.",-1
7,49,https://x.com/8Kair/status/1784060946350063872,1714188250.0,1.78406e+18,357.0,es,02/11/2022,"DC, USA",@nayibbukele Es un placer escucharlo. Palabras tan simples y con tanto peso. 👏👏👏👏👏👏,False,es un placer escucharlo palabras tan simples y con tanto peso,https://x.com/nayibbukele/status/1783714043573702940,1714105542.0,1.78371e+18,False,,False,True,2601288.0,4915.0,24400.0,1287.0,es,El Salvador,Nayib Bukele,Philosopher King,6211023.0,True,"No es el primero, y tampoco será el último.

Sí Dios lo permite, nuestra guerra contra la corrupción será tan exitosa como nuestra guerra contra las pandillas. https://t.co/nNPVSVW58J",True,no es el primero y tampoco será el último sí dios lo permite nuestra guerra contra la corrupción será tan exitosa como nuestra guerra contra las pandillas,Government,1.0,"The tweet expresses admiration and appreciation for the person's words, using phrases like 'tan simples y con tanto peso' which convey a sense of respect and positivity.",1
8,53,https://x.com/elcabra3232/status/1783731568466674046,1714109720.0,1.78373e+18,351.0,es,16/02/2010,"Los Angeles, CA",@nayibbukele @OsirisLunaMeza Hey y vas a digitalizar tambien a las personas ????,False,hey y vas a digitalizar tambien a las personas,https://x.com/nayibbukele/status/1783714043573702940,1714105542.0,1.78371e+18,False,,False,True,2601288.0,4915.0,24400.0,1287.0,es,El Salvador,Nayib Bukele,Philosopher King,6211023.0,True,"No es el primero, y tampoco será el último.

Sí Dios lo permite, nuestra guerra contra la corrupción será tan exitosa como nuestra guerra contra las pandillas. https://t.co/nNPVSVW58J",True,no es el primero y tampoco será el último sí dios lo permite nuestra guerra contra la corrupción será tan exitosa como nuestra guerra contra las pandillas,Government,0.0,"The tweet is neutral, asking a question about digitalizing people without expressing a positive or negative sentiment.",0
9,64,https://x.com/Ralynn97966097/status/1785305103685005626,1714484880.0,1.78531e+18,238.0,es,01/04/2020,,"Una sola vela puede desafiar y definir la oscuridad. A veces, como líder, tienes que desafiar y definir la oscuridad. Y nunca debes esperar ni un solo momento antes de intentar hacer del mundo un lugar mejor.

Que Dios los guíe por el mejor camino, los bendiga abundantemente y los acompañe siempre. 

🇺🇸🇸🇻  Unidos Estamos Con El Salvador 🇸🇻🇺🇸",False,una sola vela puede desafiar y definir la oscuridad a veces como líder tienes que desafiar y definir la oscuridad y nunca debes esperar ni un solo momento antes de intentar hacer del mundo un lugar mejor que dios los guíe por el mejor camino los bendiga abundantemente y los acompañe siempre unidos estamos con el salvador,https://x.com/nayibbukele/status/1783714043573702940,1714105542.0,1.78371e+18,False,,False,True,2601288.0,4915.0,24400.0,1287.0,es,El Salvador,Nayib Bukele,Philosopher King,6211023.0,True,"No es el primero, y tampoco será el último.

Sí Dios lo permite, nuestra guerra contra la corrupción será tan exitosa como nuestra guerra contra las pandillas. https://t.co/nNPVSVW58J",True,no es el primero y tampoco será el último sí dios lo permite nuestra guerra contra la corrupción será tan exitosa como nuestra guerra contra las pandillas,Government,1.0,"The tweet expresses a positive sentiment, encouraging leaders to take action and make the world a better place, with a mention of God's guidance and blessings, indicating a optimistic and hopeful tone.",1
10,66,https://x.com/VinnyFerro/status/1783714716633669744,1714105702.0,1.78371e+18,216.0,es,10/12/2022,,@nayibbukele Que Dios continúe bendiciendo grandemente tu y tu familia por todo que haces y el ejemplo que eres para todo el mundo,False,que dios continúe bendiciendo grandemente tu y tu familia por todo que haces y el ejemplo que eres para todo el mundo,https://x.com/nayibbukele/status/1783714043573702940,1714105542.0,1.78371e+18,False,,False,True,2601288.0,4915.0,24400.0,1287.0,es,El Salvador,Nayib Bukele,Philosopher King,6211023.0,True,"No es el primero, y tampoco será el último.

Sí Dios lo permite, nuestra guerra contra la corrupción será tan exitosa como nuestra guerra contra las pandillas. https://t.co/nNPVSVW58J",True,no es el primero y tampoco será el último sí dios lo permite nuestra guerra contra la corrupción será tan exitosa como nuestra guerra contra las pandillas,Government,1.0,"The tweet expresses a positive sentiment by using phrases such as 'Dios continúe bendiciendo' and 'por todo que haces', indicating praise and admiration for the person's actions and example.",1
11,68,https://x.com/yinusHS/status/1783714873668493621,1714105740.0,1.78371e+18,285.0,es,04/05/2017,"Zumpango, México",@nayibbukele Espero que realmente lo logre y le demuestre a latinoamerica qué cuando se quiere y se ponen firmes se puede lograr lo qué sea,False,espero que realmente lo logre y le demuestre a latinoamerica qué cuando se quiere y se ponen firmes se puede lograr lo qué sea,https://x.com/nayibbukele/status/1783714043573702940,1714105542.0,1.78371e+18,False,,False,True,2601288.0,4915.0,24400.0,1287.0,es,El Salvador,Nayib Bukele,Philosopher King,6211023.0,True,"No es el primero, y tampoco será el último.

Sí Dios lo permite, nuestra guerra contra la corrupción será tan exitosa como nuestra guerra contra las pandillas. https://t.co/nNPVSVW58J",True,no es el primero y tampoco será el último sí dios lo permite nuestra guerra contra la corrupción será tan exitosa como nuestra guerra contra las pandillas,Government,1.0,"The tweet expresses a positive sentiment, as it hopes for someone's success and praises their determination to achieve their goals, showing admiration and encouragement.",0
12,72,https://x.com/GuevaraUicho/status/1783715543025074211,1714105899.0,1.78372e+18,102.0,es,12/04/2019,,@nayibbukele Ándale y se miraba tan limpio y ordenado…,False,ándale y se miraba tan limpio y ordenado,https://x.com/nayibbukele/status/1783714043573702940,1714105542.0,1.78371e+18,False,,False,True,2601288.0,4915.0,24400.0,1287.0,es,El Salvador,Nayib Bukele,Philosopher King,6211023.0,True,"No es el primero, y tampoco será el último.

Sí Dios lo permite, nuestra guerra contra la corrupción será tan exitosa como nuestra guerra contra las pandillas. https://t.co/nNPVSVW58J",True,no es el primero y tampoco será el último sí dios lo permite nuestra guerra contra la corrupción será tan exitosa como nuestra guerra contra las pandillas,Government,1.0,"The tweet expresses admiration and appreciation for the cleanliness and orderliness of a place, indicating a positive sentiment.",-1
